name	action	labeled	exact_precision	precision	recall	fscore	
random	aim	186	0.1774193548387097	0.22580645161290322	0.19718309859154928	0.21052631578947367	
10_SVO.txt	aim	38	0.868421052631579	0.868421052631579	0.4647887323943662	0.6055045871559632	
15_SVO_filtered.txt	aim	33	1.0	1.0	0.5	0.6666666666666666	
35_SVO_corrected.txt	aim	62	0.532258064516129	0.5483870967741935	0.3617021276595745	0.43589743589743596	
10_SVO_filtered_corrected.txt	aim	40	0.825	0.825	0.4520547945205479	0.584070796460177	
15_SVO_hypernyms.txt	aim	37	0.8918918918918919	0.8918918918918919	0.4714285714285714	0.6168224299065421	
35_SVO.txt	aim	68	0.4852941176470588	0.5	0.34	0.40476190476190477	
10_SVO_filtered.txt	aim	33	1.0	1.0	0.5	0.6666666666666666	
15_SVO_corrected.txt	aim	37	0.8918918918918919	0.8918918918918919	0.4714285714285714	0.6168224299065421	
35_SVO_filtered_corrected.txt	aim	56	0.5892857142857143	0.6071428571428571	0.38202247191011235	0.4689655172413793	
10_SVO_hypernyms.txt	aim	43	0.7674418604651163	0.7906976744186046	0.4533333333333333	0.576271186440678	
15_SVO.txt	aim	38	0.868421052631579	0.868421052631579	0.4647887323943662	0.6055045871559632	
35_SVO_filtered.txt	aim	33	1.0	1.0	0.5	0.6666666666666666	
10_SVO_corrected.txt	aim	35	0.9428571428571428	0.9428571428571428	0.4852941176470588	0.6407766990291262	
15_SVO_filtered_corrected.txt	aim	49	0.673469387755102	0.6938775510204082	0.41975308641975306	0.523076923076923	
35_SVO_hypernyms.txt	aim	60	0.55	0.5666666666666667	0.3695652173913043	0.4473684210526315	
10_multi_reg_geo.txt	aim	53	0.6226415094339622	0.660377358490566	0.4117647058823529	0.5072463768115942	
15_multi_reg_w.txt	aim	56	0.5892857142857143	0.6071428571428571	0.38636363636363635	0.4722222222222222	
35_multi_sem_geo.txt	aim	33	1.0	1.0	0.5	0.6666666666666666	
10_multi_sem_w.txt	aim	35	0.9428571428571428	0.9428571428571428	0.4852941176470588	0.6407766990291262	
15_multi_reg_geo.txt	aim	56	0.5892857142857143	0.625	0.3977272727272727	0.4861111111111111	
35_multi_reg_w.txt	aim	61	0.5409836065573771	0.5737704918032787	0.3763440860215054	0.4545454545454546	
10_multi_sem_geo.txt	aim	54	0.6111111111111112	0.6111111111111112	0.3793103448275862	0.46808510638297873	
15_multi_sem_w.txt	aim	35	0.9428571428571428	0.9428571428571428	0.4852941176470588	0.6407766990291262	
35_multi_reg_geo.txt	aim	48	0.6875	0.75	0.45569620253164556	0.5669291338582677	
10_multi_reg_w.txt	aim	44	0.75	0.75	0.42857142857142855	0.5454545454545454	
15_multi_sem_geo.txt	aim	33	1.0	1.0	0.5	0.6666666666666666	
35_multi_sem_w.txt	aim	33	1.0	1.0	0.5	0.6666666666666666	
