name	action	labeled	exact_precision	precision	recall	fscore	
random	walk	273	0.39194139194139194	0.5494505494505495	0.3694581280788177	0.44182621502209135	
10_SVO.txt	walk	462	0.23160173160173161	0.5216450216450217	0.4547169811320755	0.4858870967741936	
15_SVO_filtered.txt	walk	107	1.0	1.0	0.39776951672862454	0.5691489361702128	
35_SVO_corrected.txt	walk	376	0.2845744680851064	0.48138297872340424	0.37945492662473795	0.42438452520515824	
10_SVO_filtered_corrected.txt	walk	184	0.5815217391304348	0.7934782608695652	0.45625	0.5793650793650793	
15_SVO_hypernyms.txt	walk	290	0.3689655172413793	0.5827586206896552	0.4072289156626506	0.4794326241134752	
35_SVO.txt	walk	378	0.2830687830687831	0.47883597883597884	0.3778705636743215	0.4224037339556592	
10_SVO_filtered.txt	walk	107	1.0	1.0	0.39776951672862454	0.5691489361702128	
15_SVO_corrected.txt	walk	447	0.23937360178970918	0.48769574944071586	0.4144486692015209	0.44809866392600206	
35_SVO_filtered_corrected.txt	walk	194	0.5515463917525774	0.6649484536082474	0.3739130434782609	0.47866419294990725	
10_SVO_hypernyms.txt	walk	317	0.33753943217665616	0.5741324921135647	0.41839080459770117	0.48404255319148937	
15_SVO.txt	walk	453	0.23620309050772628	0.5011037527593819	0.42992424242424243	0.4627930682976555	
35_SVO_filtered.txt	walk	107	1.0	1.0	0.39776951672862454	0.5691489361702128	
10_SVO_corrected.txt	walk	485	0.22061855670103092	0.5092783505154639	0.447463768115942	0.47637415621986495	
15_SVO_filtered_corrected.txt	walk	327	0.327217125382263	0.5351681957186545	0.40415704387990764	0.46052631578947373	
35_SVO_hypernyms.txt	walk	255	0.4196078431372549	0.5843137254901961	0.3791348600508906	0.45987654320987653	
10_multi_reg_geo.txt	walk	110	0.9727272727272728	0.9818181818181818	0.3985239852398524	0.5669291338582676	
15_multi_reg_w.txt	walk	150	0.7133333333333334	0.8133333333333334	0.40131578947368424	0.5374449339207049	
35_multi_sem_geo.txt	walk	271	0.3948339483394834	0.4944649446494465	0.31678486997635935	0.3861671469740634	
10_multi_sem_w.txt	walk	271	0.3948339483394834	0.5018450184501845	0.32304038004750596	0.39306358381502887	
15_multi_reg_geo.txt	walk	109	0.981651376146789	0.9908256880733946	0.4	0.5699208443271767	
35_multi_reg_w.txt	walk	107	1.0	1.0	0.39776951672862454	0.5691489361702128	
10_multi_sem_geo.txt	walk	114	0.9385964912280702	0.956140350877193	0.3978102189781022	0.5618556701030928	
15_multi_sem_w.txt	walk	109	0.981651376146789	0.981651376146789	0.3948339483394834	0.5631578947368422	
35_multi_reg_geo.txt	walk	108	0.9907407407407407	0.9907407407407407	0.3962962962962963	0.566137566137566	
10_multi_reg_w.txt	walk	111	0.963963963963964	0.963963963963964	0.39194139194139194	0.5572916666666666	
15_multi_sem_geo.txt	walk	109	0.981651376146789	0.981651376146789	0.3948339483394834	0.5631578947368422	
35_multi_sem_w.txt	walk	109	0.981651376146789	0.981651376146789	0.3948339483394834	0.5631578947368422	
